Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Andalucía,820260,73300,303300,NA,1196860,1046334,87.4,NA,322619,2021-03-12,8464411,0.038114760731727225
Aragón,147735,12600,47600,NA,207935,173511,83.4,NA,55708,2021-03-12,1329391,0.04190490231993447
Cantabria,70935,5900,20800,NA,97635,74747,76.6,NA,23571,2021-03-12,582905,0.04043712097168492
Castilla y León,324975,27300,85800,NA,438075,353400,80.7,NA,114957,2021-03-12,2394918,0.04800039082757739
Castilla-La Mancha,215145,18600,73300,NA,307045,231247,75.3,NA,78222,2021-03-12,2045221,0.038246233536620246
Cataluña,735380,63400,278900,NA,1077680,857036,79.5,NA,227178,2021-03-12,7780479,0.029198459375059042
Ceuta,5490,600,3100,NA,9190,8998,97.9,NA,2533,2021-03-12,84202,0.030082420845110567
Comunidad de Madrid,598965,51300,243100,NA,893365,743606,83.2,NA,190518,2021-03-12,6779888,0.028100464196458702
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,75449,76,NA,24831,2021-03-12,661197,0.03755461685397846
Comunidad Valenciana,395650,31700,181300,NA,608650,465589,76.5,NA,143105,2021-03-12,5057353,0.028296423049765363
Extremadura,129365,10900,38100,NA,178365,144537,81,NA,50636,2021-03-12,1063987,0.04759080703053703
Galicia,268045,19900,96900,NA,384845,311089,80.8,NA,81598,2021-03-12,2701819,0.03020113486506683
Islas Baleares,76410,6500,41900,NA,124810,101587,81.4,NA,28759,2021-03-12,1171543,0.024547967936302807
Islas Canarias,167280,14300,78000,NA,259580,200954,77.4,NA,60515,2021-03-12,2175952,0.02781081567975764
La Rioja,36335,2700,11400,NA,50435,42025,83.3,NA,12638,2021-03-12,319914,0.03950436679857712
Melilla,4320,600,3100,NA,8020,7178,89.5,NA,2092,2021-03-12,87076,0.02402498966420139
País Vasco,208080,16000,79600,NA,303680,200677,66.1,NA,57875,2021-03-12,2220504,0.026063902609497664
Principado de Asturias,144815,12700,36600,NA,194115,150737,77.7,NA,51231,2021-03-12,1018784,0.050286419888808616
Región de Murcia,148145,13400,54100,NA,215645,164066,76.1,NA,54658,2021-03-12,1511251,0.03616738715143944
Andalucía,820260,73300,303300,NA,1196860,1098755,91.8,NA,356888,2021-03-15,8464411,0.042163359033487384
Aragón,147735,12600,47600,NA,207935,180393,86.8,NA,58473,2021-03-15,1329391,0.043984802063501256
Cantabria,70935,5900,20800,NA,97635,77788,79.7,NA,25052,2021-03-15,582905,0.04297784373096817
Castilla y León,324975,27300,85800,NA,438075,370986,84.7,NA,121726,2021-03-15,2394918,0.05082679239957276
Castilla-La Mancha,215145,18600,73300,NA,307045,236652,77.1,NA,79440,2021-03-15,2045221,0.038841768200111385
Cataluña,735380,63400,278900,NA,1077680,887751,82.4,NA,242309,2021-03-15,7780479,0.03114319825296103
Ceuta,5490,600,3100,NA,9190,9278,101,NA,2533,2021-03-15,84202,0.030082420845110567
Comunidad de Madrid,598965,51300,243100,NA,893365,779306,87.2,NA,195455,2021-03-15,6779888,0.02882864731688783
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,84981,85.6,NA,27530,2021-03-15,661197,0.04163660754661621
Comunidad Valenciana,395650,31700,181300,NA,608650,480454,78.9,NA,153418,2021-03-15,5057353,0.0303356320984515
Extremadura,129365,10900,38100,NA,178365,148614,83.3,NA,52819,2021-03-15,1063987,0.04964252382782872
Galicia,268045,19900,96900,NA,384845,338334,87.9,NA,89140,2021-03-15,2701819,0.032992587586363115
Islas Baleares,76410,6500,41900,NA,124810,108484,86.9,NA,31152,2021-03-15,1171543,0.026590573286682604
Islas Canarias,167280,14300,78000,NA,259580,215260,82.9,NA,63662,2021-03-15,2175952,0.029257079200276478
La Rioja,36335,2700,11400,NA,50435,45403,90,NA,13182,2021-03-15,319914,0.041204823796395285
Melilla,4320,600,3100,NA,8020,7374,91.9,NA,2283,2021-03-15,87076,0.026218475814231246
País Vasco,208080,16000,79600,NA,303680,234455,77.2,NA,64502,2021-03-15,2220504,0.029048360192100532
Principado de Asturias,144815,12700,36600,NA,194115,163493,84.2,NA,56507,2021-03-15,1018784,0.055465142758425734
Región de Murcia,148145,13400,54100,NA,215645,177134,82.1,NA,57603,2021-03-15,1511251,0.038116103810684
Andalucía,820260,73300,303300,NA,1196860,1113414,93,NA,363191,2021-03-16,8464411,0.04290800623930005
Aragón,147735,12600,47600,NA,207935,182899,88,NA,58794,2021-03-16,1329391,0.04422626601203107
Cantabria,70935,5900,20800,NA,97635,79283,81.2,NA,25897,2021-03-16,582905,0.04442747960645388
Castilla y León,324975,27300,85800,NA,438075,380228,86.8,NA,124889,2021-03-16,2394918,0.05214750567660354
Castilla-La Mancha,215145,18600,73300,NA,307045,239085,77.9,NA,80114,2021-03-16,2045221,0.0391713169383651
Cataluña,735380,63400,278900,NA,1077680,899255,83.4,NA,246018,2021-03-16,7780479,0.03161990412158429
Ceuta,5490,600,3100,NA,9190,9278,101,NA,2533,2021-03-16,84202,0.030082420845110567
Comunidad de Madrid,598965,51300,243100,NA,893365,792291,88.7,NA,199142,2021-03-16,6779888,0.029372461609985297
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,86471,87.1,NA,28229,2021-03-16,661197,0.04269378112725859
Comunidad Valenciana,395650,31700,181300,NA,608650,486767,80,NA,154732,2021-03-16,5057353,0.030595451810462904
Extremadura,129365,10900,38100,NA,178365,151027,84.7,NA,53832,2021-03-16,1063987,0.05059460312954951
Galicia,268045,19900,96900,NA,384845,350571,91.1,NA,95809,2021-03-16,2701819,0.0354609246585356
Islas Baleares,76410,6500,41900,NA,124810,110608,88.6,NA,31322,2021-03-16,1171543,0.026735681063349788
Islas Canarias,167280,14300,78000,NA,259580,219594,84.6,NA,65658,2021-03-16,2175952,0.030174378846592204
La Rioja,36335,2700,11400,NA,50435,46881,93,NA,14058,2021-03-16,319914,0.043943059697293646
Melilla,4320,600,3100,NA,8020,7682,95.8,NA,2370,2021-03-16,87076,0.027217603013459508
País Vasco,208080,16000,79600,NA,303680,240162,79.1,NA,65625,2021-03-16,2220504,0.029554101231071866
Principado de Asturias,144815,12700,36600,NA,194115,166072,85.6,NA,58343,2021-03-16,1018784,0.0572672912020605
Región de Murcia,148145,13400,54100,NA,215645,180650,83.8,NA,57981,2021-03-16,1511251,0.03836622771465494
Andalucía,899820,111200,343800,NA,1354820,1135990,83.8,NA,383206,2021-03-17,8464411,0.045272612589346145
Aragón,165285,21700,54000,NA,240985,188111,78.1,NA,62676,2021-03-17,1329391,0.04714640011855052
Cantabria,79125,9700,23600,NA,112425,81573,72.6,NA,28065,2021-03-17,582905,0.04814678206568823
Castilla y León,364755,47700,97300,NA,509755,389307,76.4,NA,129760,2021-03-17,2394918,0.05418139577221433
Castilla-La Mancha,239715,31000,83100,NA,353815,245270,69.3,NA,82563,2021-03-17,2045221,0.040368742546648996
Cataluña,819620,105400,316100,NA,1241120,915213,73.7,NA,260858,2021-03-17,7780479,0.03352724170324218
Ceuta,5490,900,3500,NA,9890,9278,93.8,NA,2533,2021-03-17,84202,0.030082420845110567
Comunidad de Madrid,667995,85200,275500,NA,1028695,803199,78.1,NA,203552,2021-03-17,6779888,0.030022914832811397
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,87756,77.5,NA,28816,2021-03-17,661197,0.04358156494962923
Comunidad Valenciana,450640,57800,205400,NA,713840,486769,68.2,NA,154732,2021-03-17,5057353,0.030595451810462904
Extremadura,143405,17800,43200,NA,204405,156742,76.7,NA,57469,2021-03-17,1063987,0.054012877976892575
Galicia,313675,41400,109800,NA,464875,360302,77.5,NA,102070,2021-03-17,2701819,0.03777825235517257
Islas Baleares,86940,11100,47500,NA,145540,112889,77.6,NA,31581,2021-03-17,1171543,0.026956757028978023
Islas Canarias,186000,22900,88400,NA,297300,223811,75.3,NA,69334,2021-03-17,2175952,0.03186375434752237
La Rioja,41015,4800,12900,NA,58715,47744,81.3,NA,14619,2021-03-17,319914,0.04569665597629363
Melilla,4320,800,3500,NA,8620,7685,89.2,NA,2371,2021-03-17,87076,0.02722908723414029
País Vasco,238500,30800,90200,NA,359500,248786,69.2,NA,68401,2021-03-17,2220504,0.030804267859909282
Principado de Asturias,161195,20700,41500,NA,223395,171655,76.8,NA,63411,2021-03-17,1018784,0.06224184910638565
Región de Murcia,162185,19800,61300,NA,243285,185005,76,NA,58598,2021-03-17,1511251,0.0387744987430943
Andalucía,899820,111200,343800,NA,1354820,1163449,85.9,NA,406759,2021-03-18,8464411,0.04805520431368467
Aragón,165285,21700,54000,NA,240985,194938,80.9,NA,66924,2021-03-18,1329391,0.05034184825984229
Cantabria,79125,9700,23600,NA,112425,85106,75.7,NA,31378,2021-03-18,582905,0.053830384024841096
Castilla y León,364755,47700,97300,NA,509755,389307,76.4,NA,129760,2021-03-18,2394918,0.05418139577221433
Castilla-La Mancha,239715,31000,83100,NA,353815,254487,71.9,NA,86593,2021-03-18,2045221,0.04233918975015414
Cataluña,819620,105400,316100,NA,1241120,915213,73.7,NA,260858,2021-03-18,7780479,0.03352724170324218
Ceuta,5490,900,3500,NA,9890,9424,95.3,NA,2541,2021-03-18,84202,0.030177430464834565
Comunidad de Madrid,667995,85200,275500,NA,1028695,814603,79.2,NA,210252,2021-03-18,6779888,0.0310111317473091
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,90919,80.3,NA,29319,2021-03-18,661197,0.044342306453296065
Comunidad Valenciana,450640,57800,205400,NA,713840,530413,74.3,NA,176797,2021-03-18,5057353,0.034958406106910075
Extremadura,143405,17800,43200,NA,204405,156742,76.7,NA,57469,2021-03-18,1063987,0.054012877976892575
Galicia,313675,41400,109800,NA,464875,370076,79.6,NA,108250,2021-03-18,2701819,0.04006560024931352
Islas Baleares,86940,11100,47500,NA,145540,117035,80.4,NA,32845,2021-03-18,1171543,0.028035676027256363
Islas Canarias,186000,22900,88400,NA,297300,228382,76.8,NA,73061,2021-03-18,2175952,0.03357656786546762
La Rioja,41015,4800,12900,NA,58715,48465,82.5,NA,15104,2021-03-18,319914,0.04721268841001019
Melilla,4320,800,3500,NA,8620,7915,91.8,NA,2379,2021-03-18,87076,0.027320960999586568
País Vasco,238500,30800,90200,NA,359500,254750,70.9,NA,69823,2021-03-18,2220504,0.031444663013441995
Principado de Asturias,161195,20700,41500,NA,223395,177134,79.3,NA,68103,2021-03-18,1018784,0.06684733957345228
Región de Murcia,162185,19800,61300,NA,243285,185005,76,NA,58598,2021-03-18,1511251,0.0387744987430943
Andalucía,899820,111200,343800,NA,1354820,1185021,87.5,NA,420167,2021-03-22,8464411,0.04963924837770756
Aragón,165285,21700,54000,NA,240985,206488,85.7,NA,72018,2021-03-22,1329391,0.054173678022493
Cantabria,79125,9700,23600,NA,112425,90057,80.1,NA,36150,2021-03-22,582905,0.062016966744152136
Castilla y León,364755,47700,97300,NA,509755,425312,83.4,NA,152775,2021-03-22,2394918,0.0637913281373308
