Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
País Vasco,454950,70900,154700,NA,680550,628743,92.4,458169,170574,2021-04-19,2220504,0.07681769544211585
Principado de Asturias,280535,42200,71000,NA,393735,371649,94.4,257843,113806,2021-04-19,1018784,0.1117076828846939
Región de Murcia,260465,37700,105200,NA,403365,334549,82.9,232472,102077,2021-04-19,1511251,0.0675447030308003
Andalucía,1653300,219200,589600,NA,2462100,2199243,89.3,1607070,592173,2021-04-20,8464411,0.06996033155762403
Aragón,332595,45800,92600,NA,470995,400096,84.9,287919,112177,2021-04-20,1329391,0.0843822472094365
Cantabria,150495,19900,40500,NA,210895,170634,80.9,120084,50550,2021-04-20,582905,0.08672082071692643
Castilla y León,740325,100800,166900,NA,1008025,850339,84.4,596099,254240,2021-04-20,2394918,0.10615812315912278
Castilla-La Mancha,469035,63800,142400,NA,675235,569590,84.4,398979,170611,2021-04-20,2045221,0.08341934685787013
Cataluña,1607030,221100,541900,NA,2370030,2083020,87.9,1584791,498229,2021-04-20,7780479,0.06403577466117447
Ceuta,11340,1600,6100,NA,19040,17863,93.8,14071,3792,2021-04-20,84202,0.045034559749174606
Comunidad de Madrid,1312665,179300,472500,NA,1964465,1718899,87.5,1261667,457232,2021-04-20,6779888,0.067439462126808
Comunidad Foral de Navarra,148155,20100,46000,NA,214255,193479,90.3,137647,55832,2021-04-20,661197,0.08444079449846263
Comunidad Valenciana,961930,131600,352300,NA,1445830,1307612,90.4,993150,314462,2021-04-20,5057353,0.06217916763967237
Extremadura,276785,36200,74000,NA,386985,353535,91.4,252659,100876,2021-04-20,1063987,0.09480942906257313
Galicia,743065,98800,188300,NA,1030165,877664,85.2,652713,224951,2021-04-20,2701819,0.08325909322571201
Islas Baleares,179370,24300,81400,NA,285070,262935,92.2,198886,64049,2021-04-20,1171543,0.05467063522209599
Islas Canarias,340440,47800,151600,NA,539840,492264,91.2,369177,123087,2021-04-20,2175952,0.05656696471245689
La Rioja,78455,10200,22200,NA,110855,97907,88.3,71343,26564,2021-04-20,319914,0.0830348156066943
Melilla,11340,1500,6100,NA,18940,16599,87.6,12230,4369,2021-04-20,87076,0.05017456015434792
País Vasco,525150,70900,154700,NA,750750,633375,84.4,459344,174031,2021-04-20,2220504,0.07837454920144256
Principado de Asturias,319145,42200,71000,NA,432345,380133,87.9,265024,115109,2021-04-20,1018784,0.11298665860476803
Región de Murcia,292055,37700,105200,NA,434955,345665,79.5,241467,104198,2021-04-20,1511251,0.06894817604752619
Andalucía,1653300,219200,589600,NA,2462100,2320492,94.2,1680021,640471,2021-04-21,8464411,0.07566633992607401
Aragón,332595,45800,92600,NA,470995,413947,87.9,298377,115570,2021-04-21,1329391,0.08693454371212081
Cantabria,150495,19900,40500,NA,210895,177077,84,123924,53153,2021-04-21,582905,0.09118638543158834
Castilla y León,740325,100800,166900,NA,1008025,878223,87.1,615747,262476,2021-04-21,2394918,0.10959707179953551
Castilla-La Mancha,469035,63800,142400,NA,675235,583440,86.4,407512,175928,2021-04-21,2045221,0.0860190659102366
Cataluña,1607030,221100,541900,NA,2370030,2142871,90.4,1612381,530490,2021-04-21,7780479,0.0681821774726209
Ceuta,11340,1600,6100,NA,19040,17947,94.3,14071,3876,2021-04-21,84202,0.04603216075627657
Comunidad de Madrid,1312665,179300,472500,NA,1964465,1761839,89.7,1298740,463099,2021-04-21,6779888,0.06830481565477188
Comunidad Foral de Navarra,148155,20100,46000,NA,214255,197388,92.1,139542,57846,2021-04-21,661197,0.08748678533024197
Comunidad Valenciana,961930,131600,352300,NA,1445830,1357860,93.9,1023943,333917,2021-04-21,5057353,0.06602604168623388
Extremadura,276785,36200,74000,NA,386985,363546,93.9,257408,106138,2021-04-21,1063987,0.09975497820932022
Galicia,743065,98800,188300,NA,1030165,914267,88.7,681904,232363,2021-04-21,2701819,0.08600243021460727
Islas Baleares,179370,24300,81400,NA,285070,269110,94.4,202596,66514,2021-04-21,1171543,0.05677469798377012
Islas Canarias,340440,47800,151600,NA,539840,508147,94.1,379842,128305,2021-04-21,2175952,0.058964995551372454
La Rioja,78455,10200,22200,NA,110855,101658,91.7,74468,27190,2021-04-21,319914,0.084991591490213
Melilla,11340,1500,6100,NA,18940,17054,90,12673,4381,2021-04-21,87076,0.05031237080251734
País Vasco,525150,70900,154700,NA,750750,650297,86.6,472073,178224,2021-04-21,2220504,0.08026285924276651
Principado de Asturias,319145,42200,71000,NA,432345,392222,90.7,273421,118801,2021-04-21,1018784,0.11661058673870026
Región de Murcia,292055,37700,105200,NA,434955,360169,82.8,252940,107229,2021-04-21,1511251,0.07095379920344139
Andalucía,1653300,219200,651300,26150,2549950,2386916,93.6,1718946,667970,2021-04-22,8464411,0.07891511884288227
Aragón,332595,45800,102300,4100,484795,436089,90,316321,119768,2021-04-22,1329391,0.09009238064647647
Cantabria,150495,19900,44700,1800,216895,182628,84.2,127227,55401,2021-04-22,582905,0.09504293152400477
Castilla y León,740325,100800,184300,7400,1032825,910748,88.2,641014,269734,2021-04-22,2394918,0.11262765572767001
Castilla-La Mancha,469035,63800,157300,6300,696435,608848,87.4,424752,184096,2021-04-22,2045221,0.09001276634652197
Cataluña,1607030,221100,598600,24000,2450730,2217908,90.5,1639279,578629,2021-04-22,7780479,0.07436932867500831
Ceuta,11340,1600,6800,250,19990,18631,93.2,14083,4548,2021-04-22,84202,0.054012968813092324
Comunidad de Madrid,1312665,179300,521900,20900,2034765,1806916,88.8,1341864,465052,2021-04-22,6779888,0.06859287351059487
Comunidad Foral de Navarra,148155,20100,50800,2050,221105,200145,90.5,141284,58861,2021-04-22,661197,0.08902188001457961
Comunidad Valenciana,961930,131600,389100,15600,1498230,1391648,92.9,1034931,356717,2021-04-22,5057353,0.07053432892661438
Extremadura,276785,36200,81700,3300,397985,377168,94.8,264730,112438,2021-04-22,1063987,0.10567610318547126
Galicia,743065,98800,208000,8350,1058215,947613,89.5,706458,241155,2021-04-22,2701819,0.08925653420899031
Islas Baleares,184050,24300,89900,3600,301850,276829,91.7,207820,69009,2021-04-22,1171543,0.05890436800015023
Islas Canarias,362670,47800,167400,6700,584570,523232,89.5,390411,132821,2021-04-22,2175952,0.06104040897960984
La Rioja,78455,10200,24500,1000,114155,104710,91.7,77088,27622,2021-04-22,319914,0.08634195440024507
Melilla,11340,1500,6800,250,19890,17627,88.6,12895,4732,2021-04-22,87076,0.054343332261472733
País Vasco,525150,70900,170900,6850,773800,651736,84.2,472839,178897,2021-04-22,2220504,0.08056594358758191
Principado de Asturias,319145,42200,78400,3150,442895,402983,91,280376,122607,2021-04-22,1018784,0.12034641297860979
Región de Murcia,292055,37700,116200,4650,450605,376989,83.7,264882,112107,2021-04-22,1511251,0.07418158863087601
Andalucía,1653300,219200,651300,26150,2549950,2458368,96.4,1778529,679839,2021-04-23,8464411,0.08031734281333928
Aragón,332595,45800,102300,4100,484795,456346,94.1,332947,123399,2021-04-23,1329391,0.09282370649417666
Cantabria,150495,19900,44700,1800,216895,188440,86.9,132713,55727,2021-04-23,582905,0.09560219932922175
Castilla y León,740325,100800,184300,7400,1032825,910748,88.2,641014,269734,2021-04-23,2394918,0.11262765572767001
Castilla-La Mancha,469035,63800,157300,6300,696435,633257,90.9,445713,187544,2021-04-23,2045221,0.09169864772560031
Cataluña,1607030,221100,598600,24000,2450730,2295178,93.7,1677328,617855,2021-04-23,7780479,0.07941092058728004
Ceuta,11340,1600,6800,250,19990,19265,96.4,14293,4972,2021-04-23,84202,0.05904847865846417
