Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,43893,79.7,NA,17700,2021-02-18,661197,2.68
Comunidad Valenciana,247060,15700,44500,NA,307260,233828,76.1,NA,96724,2021-02-18,5057353,1.91
España,3012165,192000,418000,NA,3622165,2782751,76.83,NA,1144556,2021-02-18,47450795,2.41
Extremadura,88415,5400,9300,NA,103115,85553,83,NA,35477,2021-02-18,1063987,3.33
Galicia,153385,9800,23800,NA,186985,142844,76.4,NA,57531,2021-02-18,2701819,2.13
Islas Baleares,49500,3200,10300,NA,63000,46824,74.3,NA,19906,2021-02-18,1171543,1.7
Islas Canarias,111120,7000,19200,NA,137320,111897,81.5,NA,46799,2021-02-18,2175952,2.15
La Rioja,23465,1400,2800,NA,27665,22749,82.2,NA,8812,2021-02-18,319914,2.75
Melilla,3150,400,800,NA,4350,3404,78.3,NA,1255,2021-02-18,87076,1.44
País Vasco,127350,7900,19600,NA,154850,104091,67.2,NA,43642,2021-02-18,2220504,1.97
Principado de Asturias,98015,6300,9000,NA,113315,85458,75.4,NA,35251,2021-02-18,1018784,3.46
Región de Murcia,103685,6600,13300,NA,123585,96682,78.2,NA,42022,2021-02-18,1511251,2.78
Andalucía,568710,36300,74500,NA,679510,561803,82.7,NA,208721,2021-02-19,8464411,2.47
Aragón,96255,6300,11700,NA,114255,106629,93.3,NA,42429,2021-02-19,1329391,3.19
Cantabria,47535,2900,5100,NA,55535,45835,82.5,NA,19376,2021-02-19,582905,3.32
Castilla y León,211485,13500,21100,NA,246085,208907,84.9,NA,84052,2021-02-19,2394918,3.51
Castilla-La Mancha,143775,9200,18000,NA,170975,140140,82,NA,59845,2021-02-19,2045221,2.93
Cataluña,489680,31400,68600,NA,589680,465569,79,NA,176286,2021-02-19,7780479,2.27
Ceuta,4320,400,800,NA,5520,4695,85.1,NA,1086,2021-02-19,84202,1.29
Comunidad de Madrid,398895,25400,59800,NA,484095,372775,77,NA,166475,2021-02-19,6779888,2.46
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,45364,82.4,NA,18445,2021-02-19,661197,2.79
Comunidad Valenciana,247060,15700,44500,NA,307260,254502,82.8,NA,97384,2021-02-19,5057353,1.93
España,3012165,192000,418000,NA,3622165,2936011,81.06,NA,1171026,2021-02-19,47450795,2.47
Extremadura,88415,5400,9300,NA,103115,89067,86.4,NA,36485,2021-02-19,1063987,3.43
Galicia,153385,9800,23800,NA,186985,149893,80.2,NA,57611,2021-02-19,2701819,2.13
Islas Baleares,49500,3200,10300,NA,63000,50921,80.8,NA,20499,2021-02-19,1171543,1.75
Islas Canarias,111120,7000,19200,NA,137320,115542,84.1,NA,48759,2021-02-19,2175952,2.24
La Rioja,23465,1400,2800,NA,27665,23349,84.4,NA,8848,2021-02-19,319914,2.77
Melilla,3150,400,800,NA,4350,3725,85.6,NA,1255,2021-02-19,87076,1.44
País Vasco,127350,7900,19600,NA,154850,107391,69.4,NA,43919,2021-02-19,2220504,1.98
Principado de Asturias,98015,6300,9000,NA,113315,90123,79.5,NA,36392,2021-02-19,1018784,3.57
Región de Murcia,103685,6600,13300,NA,123585,99781,80.7,NA,43159,2021-02-19,1511251,2.86
Andalucía,568710,36300,74500,NA,679510,607552,89.4,NA,215070,2021-02-22,8464411,2.54
Aragón,96255,6300,11700,NA,114255,109318,95.7,NA,42860,2021-02-22,1329391,3.22
Cantabria,47535,2900,5100,NA,55535,48023,86.5,NA,19810,2021-02-22,582905,3.4
Castilla y León,211485,13500,21100,NA,246085,218252,88.7,NA,85608,2021-02-22,2394918,3.57
Castilla-La Mancha,143775,9200,18000,NA,170975,143344,83.8,NA,61612,2021-02-22,2045221,3.01
Cataluña,489680,31400,68600,NA,589680,490411,83.2,NA,180096,2021-02-22,7780479,2.31
Ceuta,4320,400,800,NA,5520,5209,94.4,NA,1086,2021-02-22,84202,1.29
Comunidad de Madrid,398895,25400,59800,NA,484095,378839,78.3,NA,168697,2021-02-22,6779888,2.49
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,47557,86.4,NA,19341,2021-02-22,661197,2.93
Comunidad Valenciana,247060,15700,44500,NA,307260,270007,87.9,NA,98606,2021-02-22,5057353,1.95
España,3012165,192000,418000,NA,3622165,3090351,85.32,NA,1197061,2021-02-22,47450795,2.52
Extremadura,88415,5400,9300,NA,103115,92842,90,NA,37889,2021-02-22,1063987,3.56
Galicia,153385,9800,23800,NA,186985,163143,87.2,NA,57862,2021-02-22,2701819,2.14
Islas Baleares,49500,3200,10300,NA,63000,52721,83.7,NA,20549,2021-02-22,1171543,1.75
Islas Canarias,111120,7000,19200,NA,137320,119426,87,NA,49752,2021-02-22,2175952,2.29
La Rioja,23465,1400,2800,NA,27665,24189,87.4,NA,9112,2021-02-22,319914,2.85
Melilla,3150,400,800,NA,4350,4094,94.1,NA,1262,2021-02-22,87076,1.45
País Vasco,127350,7900,19600,NA,154850,112681,72.8,NA,44558,2021-02-22,2220504,2.01
Principado de Asturias,98015,6300,9000,NA,113315,96325,85,NA,37645,2021-02-22,1018784,3.7
Región de Murcia,103685,6600,13300,NA,123585,106418,86.1,NA,45646,2021-02-22,1511251,3.02
Andalucía,568710,36300,74500,NA,679510,626659,92.2,NA,216617,2021-02-23,8464411,2.56
Aragón,96255,6300,11700,NA,114255,111067,97.2,NA,43705,2021-02-23,1329391,3.29
Cantabria,47535,2900,5100,NA,55535,48935,88.1,NA,19854,2021-02-23,582905,3.41
Castilla y León,211485,13500,21100,NA,246085,223034,90.6,NA,86452,2021-02-23,2394918,3.61
Castilla-La Mancha,143775,9200,18000,NA,170975,146212,85.5,NA,63205,2021-02-23,2045221,3.09
Cataluña,489680,31400,68600,NA,589680,504270,85.5,NA,181835,2021-02-23,7780479,2.34
Ceuta,4320,400,800,NA,5520,5526,100.1,NA,1087,2021-02-23,84202,1.29
Comunidad de Madrid,398895,25400,59800,NA,484095,382180,78.9,NA,169765,2021-02-23,6779888,2.5
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,51816,94.1,NA,20090,2021-02-23,661197,3.04
Comunidad Valenciana,247060,15700,44500,NA,307260,273978,89.2,NA,99045,2021-02-23,5057353,1.96
España,3012165,192000,418000,NA,3622165,3165191,87.38,NA,1208305,2021-02-23,47450795,2.55
Extremadura,88415,5400,9300,NA,103115,94462,91.6,NA,38029,2021-02-23,1063987,3.57
Galicia,153385,9800,23800,NA,186985,170544,91.2,NA,58052,2021-02-23,2701819,2.15
Islas Baleares,49500,3200,10300,NA,63000,52801,83.8,NA,20560,2021-02-23,1171543,1.75
Islas Canarias,111120,7000,19200,NA,137320,122304,89.1,NA,49926,2021-02-23,2175952,2.29
La Rioja,23465,1400,2800,NA,27665,24905,90,NA,9193,2021-02-23,319914,2.87
Melilla,3150,400,800,NA,4350,4095,94.1,NA,1262,2021-02-23,87076,1.45
País Vasco,127350,7900,19600,NA,154850,114568,74,NA,44902,2021-02-23,2220504,2.02
Principado de Asturias,98015,6300,9000,NA,113315,99545,87.8,NA,37949,2021-02-23,1018784,3.72
Región de Murcia,103685,6600,13300,NA,123585,108290,87.6,NA,46777,2021-02-23,1511251,3.1
Andalucía,662310,36300,144200,NA,842810,653919,77.6,NA,218967,2021-02-24,8464411,2.59
Aragón,112635,6300,22600,NA,141535,115419,81.5,NA,44195,2021-02-24,1329391,3.32
Cantabria,55725,2900,9900,NA,68525,51298,74.9,NA,19963,2021-02-24,582905,3.42
Castilla y León,246585,13500,40800,NA,300885,229483,76.3,NA,87344,2021-02-24,2394918,3.65
Castilla-La Mancha,167175,9200,34800,NA,211175,150359,71.2,NA,64920,2021-02-24,2045221,3.17
Cataluña,570410,31400,132700,NA,734510,531016,72.3,NA,183354,2021-02-24,7780479,2.36
Ceuta,4320,400,1500,NA,6220,5705,91.7,NA,1087,2021-02-24,84202,1.29
Comunidad de Madrid,464415,25400,115600,NA,605415,385692,63.7,NA,170589,2021-02-24,6779888,2.52
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,53145,76.1,NA,20422,2021-02-24,661197,3.09
Comunidad Valenciana,288010,15700,86200,NA,389910,286962,73.6,NA,100209,2021-02-24,5057353,1.98
España,3508245,192000,808600,NA,4508845,3284678,72.85,NA,1221183,2021-02-24,47450795,2.57
Extremadura,102455,5400,18100,NA,125955,98839,78.5,NA,38366,2021-02-24,1063987,3.61
Galicia,179125,9800,46100,NA,235025,179141,76.2,NA,58239,2021-02-24,2701819,2.16
Islas Baleares,56520,3200,19900,NA,79620,54156,68,NA,20576,2021-02-24,1171543,1.76
Islas Canarias,129840,7000,37100,NA,173940,127794,73.5,NA,50067,2021-02-24,2175952,2.3
La Rioja,28145,1400,5400,NA,34945,25411,72.7,NA,9193,2021-02-24,319914,2.87
Melilla,3150,400,1500,NA,5050,4334,85.8,NA,1266,2021-02-24,87076,1.45
País Vasco,148410,7900,37900,NA,194210,117427,60.5,NA,45475,2021-02-24,2220504,2.05
Principado de Asturias,112055,6300,17400,NA,135755,104014,76.6,NA,38423,2021-02-24,1018784,3.77
Región de Murcia,121235,6600,25700,NA,153535,110564,72,NA,48528,2021-02-24,1511251,3.21
Andalucía,662310,36300,144200,NA,842810,688093,81.6,NA,221557,2021-02-25,8464411,2.62
Aragón,112635,6300,22600,NA,141535,120420,85.1,NA,44734,2021-02-25,1329391,3.36
Cantabria,55725,2900,9900,NA,68525,53706,78.4,NA,20018,2021-02-25,582905,3.43
Castilla y León,246585,13500,40800,NA,300885,236901,78.7,NA,88071,2021-02-25,2394918,3.68
Castilla-La Mancha,167175,9200,34800,NA,211175,154252,73,NA,65766,2021-02-25,2045221,3.22
Cataluña,570410,31400,132700,NA,734510,572114,77.9,NA,184380,2021-02-25,7780479,2.37
Ceuta,4320,400,1500,NA,6220,5956,95.8,NA,1090,2021-02-25,84202,1.29
Comunidad de Madrid,464415,25400,115600,NA,605415,392366,64.8,NA,171359,2021-02-25,6779888,2.53
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,55427,79.4,NA,20842,2021-02-25,661197,3.15
Comunidad Valenciana,288010,15700,86200,NA,389910,301372,77.3,NA,100793,2021-02-25,5057353,1.99
España,3508245,192000,808600,NA,4508845,3436158,76.21,NA,1231782,2021-02-25,47450795,2.6
Extremadura,102455,5400,18100,NA,125955,102762,81.6,NA,38511,2021-02-25,1063987,3.62
Galicia,179125,9800,46100,NA,235025,189969,80.8,NA,58354,2021-02-25,2701819,2.16
Islas Baleares,56520,3200,19900,NA,79620,55834,70.1,NA,20975,2021-02-25,1171543,1.79
Islas Canarias,129840,7000,37100,NA,173940,133624,76.8,NA,51123,2021-02-25,2175952,2.35
La Rioja,28145,1400,5400,NA,34945,25917,74.2,NA,9204,2021-02-25,319914,2.88
Melilla,3150,400,1500,NA,5050,4557,90.2,NA,1266,2021-02-25,87076,1.45
País Vasco,148410,7900,37900,NA,194210,119747,61.7,NA,45667,2021-02-25,2220504,2.06
Principado de Asturias,112055,6300,17400,NA,135755,109192,80.4,NA,38716,2021-02-25,1018784,3.8
Región de Murcia,121235,6600,25700,NA,153535,113949,74.2,NA,49356,2021-02-25,1511251,3.27
Andalucía,662310,36300,144200,NA,842810,724385,85.9,NA,225068,2021-02-26,8464411,2.66
Aragón,112635,6300,22600,NA,141535,126328,89.3,NA,45931,2021-02-26,1329391,3.46
Cantabria,55725,2900,9900,NA,68525,56389,82.3,NA,20346,2021-02-26,582905,3.49
Castilla y León,246585,13500,40800,NA,300885,245671,81.6,NA,88792,2021-02-26,2394918,3.71
Castilla-La Mancha,167175,9200,34800,NA,211175,160235,75.9,NA,66945,2021-02-26,2045221,3.27
Cataluña,570410,31400,132700,NA,734510,614048,83.6,NA,186268,2021-02-26,7780479,2.39
Ceuta,4320,400,1500,NA,6220,6272,100.8,NA,1136,2021-02-26,84202,1.35
Comunidad de Madrid,464415,25400,115600,NA,605415,417627,69,NA,171781,2021-02-26,6779888,2.53
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,57034,81.7,NA,21274,2021-02-26,661197,3.22
Comunidad Valenciana,288010,15700,86200,NA,389910,313175,80.3,NA,101330,2021-02-26,5057353,2
España,3508245,192000,808600,NA,4508845,3605635,79.97,NA,1243783,2021-02-26,47450795,2.62
Extremadura,102455,5400,18100,NA,125955,107200,85.1,NA,38608,2021-02-26,1063987,3.63
Galicia,179125,9800,46100,NA,235025,200432,85.3,NA,58689,2021-02-26,2701819,2.17
Islas Baleares,56520,3200,19900,NA,79620,57292,72,NA,21124,2021-02-26,1171543,1.8
Islas Canarias,129840,7000,37100,NA,173940,138557,79.7,NA,51231,2021-02-26,2175952,2.35
La Rioja,28145,1400,5400,NA,34945,26699,76.4,NA,9205,2021-02-26,319914,2.88
Melilla,3150,400,1500,NA,5050,4710,93.3,NA,1267,2021-02-26,87076,1.46
País Vasco,148410,7900,37900,NA,194210,122558,63.1,NA,46157,2021-02-26,2220504,2.08
Principado de Asturias,112055,6300,17400,NA,135755,109192,80.4,NA,38716,2021-02-26,1018784,3.8
Región de Murcia,121235,6600,25700,NA,153535,117831,76.7,NA,49915,2021-02-26,1511251,3.3
Andalucía,662310,36300,144200,NA,842810,769899,91.3,NA,228739,2021-03-01,8464411,2.7
Aragón,112635,6300,22600,NA,141535,130122,91.9,NA,46822,2021-03-01,1329391,3.52
Cantabria,55725,2900,9900,NA,68525,59144,86.3,NA,20433,2021-03-01,582905,3.51
Castilla y León,246585,13500,40800,NA,300885,257479,85.6,NA,89946,2021-03-01,2394918,3.76
Castilla-La Mancha,167175,9200,34800,NA,211175,162939,77.2,NA,68732,2021-03-01,2045221,3.36
Cataluña,570410,31400,132700,NA,734510,650327,88.5,NA,188109,2021-03-01,7780479,2.42
Ceuta,4320,400,1500,NA,6220,6273,100.9,NA,1136,2021-03-01,84202,1.35
Comunidad de Madrid,464415,25400,115600,NA,605415,472599,78.1,NA,175205,2021-03-01,6779888,2.58
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,60697,86.9,NA,21719,2021-03-01,661197,3.28
Comunidad Valenciana,288010,15700,86200,NA,389910,323505,83,NA,102016,2021-03-01,5057353,2.02
España,3508245,192000,808600,NA,4508845,3829465,84.93,NA,1261848,2021-03-01,47450795,2.66
Extremadura,102455,5400,18100,NA,125955,111006,88.1,NA,39292,2021-03-01,1063987,3.69
Galicia,179125,9800,46100,NA,235025,217795,92.7,NA,58891,2021-03-01,2701819,2.18
Islas Baleares,56520,3200,19900,NA,79620,61342,77,NA,21950,2021-03-01,1171543,1.87
Islas Canarias,129840,7000,37100,NA,173940,146120,84,NA,51446,2021-03-01,2175952,2.36
La Rioja,28145,1400,5400,NA,34945,27386,78.4,NA,9205,2021-03-01,319914,2.88
Melilla,3150,400,1500,NA,5050,4710,93.3,NA,1267,2021-03-01,87076,1.46
País Vasco,148410,7900,37900,NA,194210,127629,65.7,NA,47492,2021-03-01,2220504,2.14
Principado de Asturias,112055,6300,17400,NA,135755,117129,86.3,NA,39215,2021-03-01,1018784,3.85
Región de Murcia,121235,6600,25700,NA,153535,123364,80.3,NA,50233,2021-03-01,1511251,3.32
Andalucía,662310,36300,144200,NA,842810,774701,91.9,NA,228829,2021-03-02,8464411,2.7
Aragón,112635,6300,22600,NA,141535,131441,92.9,NA,46898,2021-03-02,1329391,3.53
Cantabria,55725,2900,9900,NA,68525,59968,87.5,NA,20584,2021-03-02,582905,3.53
Castilla y León,246585,13500,40800,NA,300885,263681,87.6,NA,90732,2021-03-02,2394918,3.79
Castilla-La Mancha,167175,9200,34800,NA,211175,164826,78.1,NA,69232,2021-03-02,2045221,3.39
Cataluña,570410,31400,132700,NA,734510,657774,89.6,NA,188818,2021-03-02,7780479,2.43
Ceuta,4320,400,1500,NA,6220,6334,101.8,NA,1195,2021-03-02,84202,1.42
Comunidad de Madrid,464415,25400,115600,NA,605415,509698,84.2,NA,175666,2021-03-02,6779888,2.59
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,62070,88.9,NA,21992,2021-03-02,661197,3.33
Comunidad Valenciana,288010,15700,86200,NA,389910,323505,83,NA,102016,2021-03-02,5057353,2.02
España,3508245,192000,808600,NA,4508845,3908734,86.69,NA,1266700,2021-03-02,47450795,2.67
Extremadura,102455,5400,18100,NA,125955,112229,89.1,NA,39580,2021-03-02,1063987,3.72
Galicia,179125,9800,46100,NA,235025,223906,95.3,NA,58919,2021-03-02,2701819,2.18
Islas Baleares,56520,3200,19900,NA,79620,61659,77.4,NA,22161,2021-03-02,1171543,1.89
Islas Canarias,129840,7000,37100,NA,173940,148158,85.2,NA,51479,2021-03-02,2175952,2.37
La Rioja,28145,1400,5400,NA,34945,28978,82.9,NA,9280,2021-03-02,319914,2.9
Melilla,3150,400,1500,NA,5050,4984,98.7,NA,1276,2021-03-02,87076,1.47
País Vasco,148410,7900,37900,NA,194210,131551,67.7,NA,48052,2021-03-02,2220504,2.16
Principado de Asturias,112055,6300,17400,NA,135755,118737,87.5,NA,39435,2021-03-02,1018784,3.87
Región de Murcia,121235,6600,25700,NA,153535,124534,81.1,NA,50556,2021-03-02,1511251,3.35
Andalucía,739530,73300,208600,NA,1021430,796930,78,NA,233434,2021-03-03,8464411,2.76
Aragón,130185,12600,32700,NA,175485,134040,76.4,NA,47125,2021-03-03,1329391,3.54
Cantabria,62745,5900,14300,NA,82945,62843,75.8,NA,20584,2021-03-03,582905,3.53
Castilla y León,285195,27300,59000,NA,371495,272552,73.4,NA,93024,2021-03-03,2394918,3.88
Castilla-La Mancha,190575,18600,50400,NA,259575,169166,65.2,NA,70132,2021-03-03,2045221,3.43
Cataluña,651140,63400,191900,NA,906440,676590,74.6,NA,189899,2021-03-03,7780479,2.44
Ceuta,5490,600,2200,NA,8290,6435,77.6,NA,1290,2021-03-03,84202,1.53
Comunidad de Madrid,529935,51300,167200,NA,748435,539372,72.1,NA,176399,2021-03-03,6779888,2.6
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,63690,75.1,NA,22386,2021-03-03,661197,3.39
Comunidad Valenciana,340660,31700,124700,NA,497060,349392,70.3,NA,105717,2021-03-03,5057353,2.09
España,4026555,387600,1169800,NA,5583955,4059320,72.7,NA,1287002,2021-03-03,47450795,2.71
Extremadura,115325,10900,26200,NA,152425,116392,76.4,NA,40517,2021-03-03,1063987,3.81
Galicia,222415,19900,66700,NA,309015,233345,75.5,NA,59133,2021-03-03,2701819,2.19
Islas Baleares,65880,6500,28800,NA,101180,62033,61.3,NA,22426,2021-03-03,1171543,1.91
Islas Canarias,148560,14300,53700,NA,216560,157037,72.5,NA,53582,2021-03-03,2175952,2.46
La Rioja,31655,2700,7800,NA,42155,29849,70.8,NA,9295,2021-03-03,319914,2.91
Melilla,4320,600,2200,NA,7120,5127,72,NA,1276,2021-03-03,87076,1.47
País Vasco,177660,16000,54800,NA,248460,136036,54.8,NA,48576,2021-03-03,2220504,2.19
Principado de Asturias,128435,12700,25200,NA,166335,121707,73.2,NA,41196,2021-03-03,1018784,4.04
Región de Murcia,134105,13400,37200,NA,184705,126784,68.6,NA,51011,2021-03-03,1511251,3.38
Andalucía,739530,73300,208600,NA,1021430,834477,81.7,NA,238150,2021-03-04,8464411,2.81
Aragón,130185,12600,32700,NA,175485,141997,80.9,NA,47837,2021-03-04,1329391,3.6
Cantabria,62745,5900,14300,NA,82945,64535,77.8,NA,20620,2021-03-04,582905,3.54
Castilla y León,285195,27300,59000,NA,371495,281825,75.9,NA,94983,2021-03-04,2394918,3.97
Castilla-La Mancha,190575,18600,50400,NA,259575,176604,68,NA,71181,2021-03-04,2045221,3.48
Cataluña,651140,63400,191900,NA,906440,676590,74.6,NA,189899,2021-03-04,7780479,2.44
Ceuta,5490,600,2200,NA,8290,6435,77.6,NA,1290,2021-03-04,84202,1.53
Comunidad de Madrid,529935,51300,167200,NA,748435,572673,76.5,NA,176865,2021-03-04,6779888,2.61
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,66248,78.1,NA,22894,2021-03-04,661197,3.46
Comunidad Valenciana,340660,31700,124700,NA,497060,370712,74.6,NA,109409,2021-03-04,5057353,2.16
España,4026555,387600,1169800,NA,5583955,4229092,75.74,NA,1308913,2021-03-04,47450795,2.76
Extremadura,115325,10900,26200,NA,152425,121286,79.6,NA,41663,2021-03-04,1063987,3.92
Galicia,222415,19900,66700,NA,309015,244212,79,NA,62083,2021-03-04,2701819,2.3
Islas Baleares,65880,6500,28800,NA,101180,73188,72.3,NA,23287,2021-03-04,1171543,1.99
Islas Canarias,148560,14300,53700,NA,216560,162363,75,NA,54121,2021-03-04,2175952,2.49
La Rioja,31655,2700,7800,NA,42155,30675,72.8,NA,9743,2021-03-04,319914,3.05
Melilla,4320,600,2200,NA,7120,5228,73.4,NA,1276,2021-03-04,87076,1.47
País Vasco,177660,16000,54800,NA,248460,144966,58.3,NA,50194,2021-03-04,2220504,2.26
Principado de Asturias,128435,12700,25200,NA,166335,124940,75.1,NA,42300,2021-03-04,1018784,4.15
Región de Murcia,134105,13400,37200,NA,184705,130138,70.5,NA,51118,2021-03-04,1511251,3.38
Andalucía,739530,73300,208600,NA,1021430,878194,86,NA,244049,2021-03-05,8464411,2.88
Aragón,130185,12600,32700,NA,175485,150631,85.8,NA,49532,2021-03-05,1329391,3.73
Cantabria,62745,5900,14300,NA,82945,66555,80.2,NA,20759,2021-03-05,582905,3.56
Castilla y León,285195,27300,59000,NA,371495,293772,79.1,NA,97774,2021-03-05,2394918,4.08
Castilla-La Mancha,190575,18600,50400,NA,259575,195716,75.4,NA,71960,2021-03-05,2045221,3.52
Cataluña,651140,63400,191900,NA,906440,734794,81.1,NA,192984,2021-03-05,7780479,2.48
Ceuta,5490,600,2200,NA,8290,7104,85.7,NA,1577,2021-03-05,84202,1.87
Comunidad de Madrid,529935,51300,167200,NA,748435,598738,80,NA,177916,2021-03-05,6779888,2.62
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,68249,80.4,NA,23670,2021-03-05,661197,3.58
Comunidad Valenciana,340660,31700,124700,NA,497060,394016,79.3,NA,113075,2021-03-05,5057353,2.24
España,4026555,387600,1169800,NA,5583955,4471577,80.08,NA,1342485,2021-03-05,47450795,2.83
Extremadura,115325,10900,26200,NA,152425,125191,82.1,NA,43176,2021-03-05,1063987,4.06
Galicia,222415,19900,66700,NA,309015,255614,82.7,NA,68562,2021-03-05,2701819,2.54
Islas Baleares,65880,6500,28800,NA,101180,74598,73.7,NA,23934,2021-03-05,1171543,2.04
Islas Canarias,148560,14300,53700,NA,216560,167802,77.5,NA,54601,2021-03-05,2175952,2.51
La Rioja,31655,2700,7800,NA,42155,33316,79,NA,10329,2021-03-05,319914,3.23
Melilla,4320,600,2200,NA,7120,5403,75.9,NA,1276,2021-03-05,87076,1.47
País Vasco,177660,16000,54800,NA,248460,155955,62.8,NA,52452,2021-03-05,2220504,2.36
Principado de Asturias,128435,12700,25200,NA,166335,128729,77.4,NA,43690,2021-03-05,1018784,4.29
Región de Murcia,134105,13400,37200,NA,184705,137200,74.3,NA,51169,2021-03-05,1511251,3.39
Andalucía,739530,73300,208600,NA,1021430,933763,91.4,NA,255704,2021-03-08,8464411,3.02
Aragón,130185,12600,32700,NA,175485,153194,87.3,NA,50190,2021-03-08,1329391,3.78
Cantabria,62745,5900,14300,NA,82945,68014,82,NA,21002,2021-03-08,582905,3.6
Castilla y León,285195,27300,59000,NA,371495,306277,82.4,NA,99651,2021-03-08,2394918,4.16
Castilla-La Mancha,190575,18600,50400,NA,259575,201466,77.6,NA,72611,2021-03-08,2045221,3.55
Cataluña,651140,63400,191900,NA,906440,774027,85.4,NA,202956,2021-03-08,7780479,2.61
Ceuta,5490,600,2200,NA,8290,7634,92.1,NA,1818,2021-03-08,84202,2.16
Comunidad de Madrid,529935,51300,167200,NA,748435,643424,86,NA,179265,2021-03-08,6779888,2.64
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,73784,87,NA,24241,2021-03-08,661197,3.67
Comunidad Valenciana,340660,31700,124700,NA,497060,394021,79.3,NA,113077,2021-03-08,5057353,2.24
España,4026555,387600,1169800,NA,5583955,4712191,84.39,NA,1383488,2021-03-08,47450795,2.92
Extremadura,115325,10900,26200,NA,152425,129802,85.2,NA,45432,2021-03-08,1063987,4.27
Galicia,222415,19900,66700,NA,309015,270942,87.7,NA,75257,2021-03-08,2701819,2.79
Islas Baleares,65880,6500,28800,NA,101180,84205,83.2,NA,24425,2021-03-08,1171543,2.08
Islas Canarias,148560,14300,53700,NA,216560,175271,80.9,NA,54926,2021-03-08,2175952,2.52
La Rioja,31655,2700,7800,NA,42155,34780,82.5,NA,10988,2021-03-08,319914,3.43
Melilla,4320,600,2200,NA,7120,5964,83.8,NA,1652,2021-03-08,87076,1.9
País Vasco,177660,16000,54800,NA,248460,175424,70.6,NA,54348,2021-03-08,2220504,2.45
Principado de Asturias,128435,12700,25200,NA,166335,133011,80,NA,44596,2021-03-08,1018784,4.38
Región de Murcia,134105,13400,37200,NA,184705,147188,79.7,NA,51349,2021-03-08,1511251,3.4
Andalucía,739530,73300,208600,NA,1021430,951168,93.1,NA,263111,2021-03-09,8464411,3.11
Aragón,130185,12600,32700,NA,175485,155770,88.8,NA,50418,2021-03-09,1329391,3.79
Cantabria,62745,5900,14300,NA,82945,68512,82.6,NA,21219,2021-03-09,582905,3.64
Castilla y León,285195,27300,59000,NA,371495,314360,84.6,NA,102339,2021-03-09,2394918,4.27
Castilla-La Mancha,190575,18600,50400,NA,259575,205143,79,NA,73053,2021-03-09,2045221,3.57
Cataluña,651140,63400,191900,NA,906440,789183,87.1,NA,207196,2021-03-09,7780479,2.66
Ceuta,5490,600,2200,NA,8290,8177,98.6,NA,2360,2021-03-09,84202,2.8
Comunidad de Madrid,529935,51300,167200,NA,748435,668040,89.3,NA,180557,2021-03-09,6779888,2.66
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,74287,87.6,NA,24646,2021-03-09,661197,3.73
Comunidad Valenciana,340660,31700,124700,NA,497060,426373,85.8,NA,120409,2021-03-09,5057353,2.38
España,4026555,387600,1169800,NA,5583955,4848648,86.83,NA,1412236,2021-03-09,47450795,2.98
Extremadura,115325,10900,26200,NA,152425,131804,86.5,NA,46053,2021-03-09,1063987,4.33
Galicia,222415,19900,66700,NA,309015,278771,90.2,NA,76289,2021-03-09,2701819,2.82
Islas Baleares,65880,6500,28800,NA,101180,86720,85.7,NA,24685,2021-03-09,1171543,2.11
Islas Canarias,148560,14300,53700,NA,216560,180030,83.1,NA,55962,2021-03-09,2175952,2.57
La Rioja,31655,2700,7800,NA,42155,36734,87.1,NA,11320,2021-03-09,319914,3.54
Melilla,4320,600,2200,NA,7120,6306,88.6,NA,1717,2021-03-09,87076,1.97
País Vasco,177660,16000,54800,NA,248460,181629,73.1,NA,54456,2021-03-09,2220504,2.45
Principado de Asturias,128435,12700,25200,NA,166335,136277,81.9,NA,44999,2021-03-09,1018784,4.42
Región de Murcia,134105,13400,37200,NA,184705,149364,80.9,NA,51447,2021-03-09,1511251,3.4
Andalucía,820260,73300,303300,NA,1196860,971691,81.2,NA,275060,2021-03-10,8464411,3.25
Aragón,147735,12600,47600,NA,207935,158422,76.2,NA,51485,2021-03-10,1329391,3.87
Cantabria,70935,5900,20800,NA,97635,70233,71.9,NA,21681,2021-03-10,582905,3.72
Castilla y León,324975,27300,85800,NA,438075,325296,74.3,NA,105946,2021-03-10,2394918,4.42
Castilla-La Mancha,215145,18600,73300,NA,307045,212233,69.1,NA,73939,2021-03-10,2045221,3.62
Cataluña,735380,63400,278900,NA,1077680,809732,75.1,NA,212427,2021-03-10,7780479,2.73
