Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Castilla-La Mancha,1226025,174300,328900,66675,1795900,1648679,91.8,1059734,650026,2021-06-23,2045221,31.78
Cataluña,4475870,644000,1254300,253350,6627520,6051575,91.3,3851342,2344796,2021-06-23,7780479,30.14
Ceuta,44100,6300,14200,2750,67350,62556,92.9,39298,26933,2021-06-23,84202,31.99
Comunidad de Madrid,3768495,545400,1093300,220800,5627995,4816711,85.6,2982026,2094694,2021-06-23,6779888,30.9
Comunidad Foral de Navarra,393855,56000,106600,21550,578005,542986,93.9,349696,223665,2021-06-23,661197,33.83
Comunidad Valenciana,2838610,407600,815300,164800,4226310,3699663,87.5,2373192,1465013,2021-06-23,5057353,28.97
España,27932757,3982000,7755100,1548745,41218602,37560626,91.1,23772029,15138439,2021-06-23,47450795,31.9
Extremadura,681605,94300,171500,34600,982005,933646,95.1,584863,392090,2021-06-23,1063987,36.85
Galicia,1844035,253000,435700,88200,2620935,2499282,95.4,1543402,1059909,2021-06-23,2701819,39.23
Islas Baleares,611100,86600,188800,38100,924600,824988,89.2,528117,335336,2021-06-23,1171543,28.62
Islas Canarias,1194540,163500,350900,70900,1779840,1587846,89.2,1016252,646938,2021-06-23,2175952,29.73
La Rioja,201305,27900,51400,10400,291005,261248,89.8,158807,115631,2021-06-23,319914,36.14
Melilla,44100,6200,14200,2750,67250,57219,85.1,34590,27013,2021-06-23,87076,31.02
País Vasco,1388610,193800,356900,72350,2011660,1872003,93.1,1176590,795780,2021-06-23,2220504,35.84
Principado de Asturias,733325,100000,164400,33300,1031025,1011253,98.1,639888,409039,2021-06-23,1018784,40.15
Región de Murcia,818555,117800,243600,49200,1229155,1102066,89.7,705967,439826,2021-06-23,1511251,29.1
Andalucía,4682430,673500,1364600,275800,6996330,6863550,98.1,4364969,2625709,2021-06-24,8464411,31.02
Aragón,847395,118900,214400,43100,1223795,1138644,93,707121,478720,2021-06-24,1329391,36.01
Cantabria,373965,52100,93900,18950,538915,487352,90.4,312034,188676,2021-06-24,582905,32.37
Castilla y León,1718445,242600,386100,78050,2425195,2202734,90.8,1375247,899631,2021-06-24,2394918,37.56
Castilla-La Mancha,1226025,174300,328900,66675,1795900,1683722,93.8,1076923,669120,2021-06-24,2045221,32.72
Cataluña,4475870,644000,1254300,253350,6627520,6149284,92.8,3903879,2399344,2021-06-24,7780479,30.84
Ceuta,44100,6300,14200,2750,67350,64090,95.2,40308,27518,2021-06-24,84202,32.68
Comunidad de Madrid,3768495,545400,1093300,220800,5627995,4891663,86.9,3009823,2150210,2021-06-24,6779888,31.71
Comunidad Foral de Navarra,393855,56000,106600,21550,578005,552054,95.5,353224,229480,2021-06-24,661197,34.71
Comunidad Valenciana,2838610,407600,815300,164800,4226310,3812918,90.2,2401306,1554560,2021-06-24,5057353,30.74
España,27932757,3982000,7755100,1548745,41218602,38293871,92.9,24079429,15602526,2021-06-24,47450795,32.88
Extremadura,681605,94300,171500,34600,982005,951650,96.9,594459,401585,2021-06-24,1063987,37.74
Galicia,1844035,253000,435700,88200,2620935,2531999,96.6,1544709,1091871,2021-06-24,2701819,40.41
Islas Baleares,611100,86600,188800,38100,924600,840252,90.9,535843,343504,2021-06-24,1171543,29.32
Islas Canarias,1194540,163500,350900,70900,1779840,1621421,91.1,1029191,668307,2021-06-24,2175952,30.71
La Rioja,201305,27900,51400,10400,291005,265116,91.1,160992,117482,2021-06-24,319914,36.72
Melilla,44100,6200,14200,2750,67250,58454,86.9,35411,27539,2021-06-24,87076,31.63
País Vasco,1388610,193800,356900,72350,2011660,1899001,94.4,1191661,808925,2021-06-24,2220504,36.43
Principado de Asturias,733325,100000,164400,33300,1031025,1025016,99.4,647329,415860,2021-06-24,1018784,40.82
Región de Murcia,818555,117800,243600,49200,1229155,1127600,91.7,714038,457449,2021-06-24,1511251,30.27
Andalucía,4952700,673500,1455800,299300,7381300,7013607,95,4432600,2711938,2021-06-25,8464411,32.04
Aragón,889515,118900,228700,46800,1283915,1164838,90.7,718661,495297,2021-06-25,1329391,37.26
Cantabria,392685,52100,100200,20550,565535,503947,89.1,317624,200448,2021-06-25,582905,34.39
Castilla y León,1793325,242600,411900,84650,2532475,2236562,88.3,1389293,921406,2021-06-25,2394918,38.47
Castilla-La Mancha,1291545,174300,350900,72375,1889120,1714634,90.8,1095795,682595,2021-06-25,2045221,33.38
Cataluña,4723910,644000,1338100,274850,6980860,6180799,88.5,3918047,2416784,2021-06-25,7780479,31.06
Ceuta,44100,6300,15100,2950,68450,65713,96,41418,28100,2021-06-25,84202,33.37
Comunidad de Madrid,3984945,545400,1166300,239600,5936245,4969015,83.7,3039166,2206689,2021-06-25,6779888,32.55
Comunidad Foral de Navarra,414915,56000,113700,23350,607965,561559,92.4,356314,236887,2021-06-25,661197,35.83
Comunidad Valenciana,3000070,407600,869800,178800,4456270,3813367,85.6,2401669,1554646,2021-06-25,5057353,30.74
España,29348457,3982460,8266300,1680525,43277742,38808490,89.7,24325902,15894800,2021-06-25,47450795,33.5
Extremadura,715535,94300,183000,37600,1030435,968874,94,602282,411776,2021-06-25,1063987,38.7
Galicia,1930615,253000,464800,95700,2744115,2566210,93.5,1574553,1097644,2021-06-25,2701819,40.63
Islas Baleares,627480,86600,201400,41300,956780,851510,89,540798,350646,2021-06-25,1171543,29.93
Islas Canarias,1194540,163500,374400,76900,1809340,1648558,91.1,1042352,682481,2021-06-25,2175952,31.36
La Rioja,210665,27900,54900,11300,304765,268316,88,162374,119356,2021-06-25,319914,37.31
Melilla,44100,6200,15100,2950,68350,59394,86.9,36236,27776,2021-06-25,87076,31.9
País Vasco,1458810,193800,380800,78550,2111960,1925238,91.2,1207040,820905,2021-06-25,2220504,36.97
Principado de Asturias,766085,100000,175400,36100,1077585,1039168,96.4,653810,423578,2021-06-25,1018784,41.58
Región de Murcia,866525,117800,259900,53400,1297625,1127690,86.9,714092,457479,2021-06-25,1511251,30.27
Andalucía,4952700,673500,1455800,299300,7381300,7192389,97.4,4494193,2834409,2021-06-28,8464411,33.49
Aragón,889515,118900,228700,46800,1283915,1184205,92.2,727890,508734,2021-06-28,1329391,38.27
Cantabria,392685,52100,100200,20550,565535,515754,91.2,319462,210447,2021-06-28,582905,36.1
Castilla y León,1793325,242600,411900,84650,2532475,2286919,90.3,1406913,976566,2021-06-28,2394918,40.78
Castilla-La Mancha,1291545,174300,350900,72375,1889120,1770107,93.7,1114701,721183,2021-06-28,2045221,35.26
Cataluña,4723910,644000,1338100,274850,6980860,6378128,91.4,4007571,2530165,2021-06-28,7780479,32.52
Ceuta,44100,6300,15100,2950,68450,66860,97.7,41581,29109,2021-06-28,84202,34.57
Comunidad de Madrid,3984945,545400,1166300,239600,5936245,5066397,85.3,3090970,2267227,2021-06-28,6779888,33.44
Comunidad Foral de Navarra,414915,56000,113700,23350,607965,577888,95.1,362759,248136,2021-06-28,661197,37.53
Comunidad Valenciana,3000070,407600,869800,178800,4456270,3926206,88.1,2461411,1609750,2021-06-28,5057353,31.83
España,29348457,3982460,8266300,1680525,43277742,39914204,92.2,24792784,16609913,2021-06-28,47450795,35
Extremadura,715535,94300,183000,37600,1030435,990850,96.2,609121,428526,2021-06-28,1063987,40.28
Galicia,1930615,253000,464800,95700,2744115,2659506,96.9,1608182,1163312,2021-06-28,2701819,43.06
Islas Baleares,627480,86600,201400,41300,956780,881201,92.1,551050,372601,2021-06-28,1171543,31.8
Islas Canarias,1194540,163500,374400,76900,1809340,1707157,94.4,1071131,716161,2021-06-28,2175952,32.91
La Rioja,210665,27900,54900,11300,304765,274763,90.2,163814,124448,2021-06-28,319914,38.9
Melilla,44100,6200,15100,2950,68350,60041,87.8,36299,28371,2021-06-28,87076,32.58
País Vasco,1458810,193800,380800,78550,2111960,1996988,94.6,1237533,866532,2021-06-28,2220504,39.02
